190,FALSE,20225,Jalapeno,FCBLOX,JOHFAM,P,LB,CS,10,,0,P,8/24/2011,6344,1122,160,0,0,1/1/1990,,,,$0.80 ,10/28/2003,2/24/2003,11/23/1999
191,FALSE,20226,Habenero Pepper,CHAPRO,,P,LB,LB,0,,0,P,11/5/2016,-492,29,121,0,0,1/1/1990,,,,$14.00 ,10/15/2003,11/18/2014,11/23/1999
192,FALSE,20227,Jalapeno- Large Box,COABRO,PACRIM,V,LB,CS,40,,0,P,11/3/2016,32316,-1388,430520,0,0,1/1/1990,,,,$0.69 ,7/20/2016,4/15/2011,11/23/1999
193,FALSE,20228,Red Jalapeno ( Fresno ),CHAPRO,COABRO,P,LB,LB,1,,0,P,11/5/2016,-6506,-1362,6872,0,0,1/1/1990,,,,$2.65 ,9/20/2016,4/15/2011,11/23/1999
194,FALSE,20230,Mushroom- Medium Ostroms,OSTFAR,TRIPRO,V,LB,CS,10,,0,P,11/4/2016,-1280420,-19763,764336,0,0,1/1/1990,,,,$1.30 ,12/15/2003,10/1/2015,11/23/1999
195,FALSE,20231,Mushroom-petite,OSTFAR,MONMUS,V,LB,CS,10,,0,P,9/6/2016,47,20,14,0,0,1/1/1990,,,,,,4/15/2011,11/23/1999
196,FALSE,20232,Mushroom - Large,OSTFAR,TEPROD,V,LB,CS,10,,0,P,9/8/2015,-8,4,300,0,0,1/1/1990,,,,$1.88 ,11/20/2003,6/6/2008,11/23/1999
197,FALSE,20233,Mushroom - Mature,OSTFAR,MONMUS,V,LB,CS,10,,0,P,7/24/2013,301,556,80,0,0,1/1/1990,,,,$1.00 ,11/22/2003,4/15/2011,11/23/1999
198,FALSE,20235,Mushroom - Sliced,OSTFAR,,V,CS,CS,1,,0,P,11/4/2016,586,309,615,0,0,1/1/1990,,,,$10.00 ,12/11/2003,4/15/2011,11/23/1999
199,FALSE,20236,Portabella Mushroom,OSTFAR,TRIPRO,S,LB,CS,5,,0,P,11/4/2016,-826,-706,1575,0,0,1/1/1990,,,,$2.65 ,12/13/2003,10/19/2015,11/23/1999
200,FALSE,20237,Crimini Mushroom,OSTFAR,,V,LB,CS,5,,0,P,11/4/2016,-145,-459,118,0,0,1/1/1990,,,,$1.60 ,12/11/2003,4/15/2011,11/23/1999
201,FALSE,20238,Mushroom - Large 6# Box,MONMUS,CHAPRO,V,LB,CS,6,,0,P,9/14/2011,7,-6,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
202,FALSE,25100,Okra,CHAPRO,FSI,SV,LB,LB,1,,0,P,11/5/2016,5985,-418,985,0,0,1/1/1990,,,,$3.05 ,3/12/2015,4/11/2016,11/23/1999
203,FALSE,25105,Pickle Cucumber - Large Box,PACRIM,FSI,V,LB,CS,50,,0,P,11/5/2015,-13249,12208,-1830,0,0,1/1/1990,,,,$0.52 ,6/26/2006,4/15/2011,11/23/1999
204,FALSE,25106,Pickle Cucumber Small Box,PACRIM,FSI,V,LB,CS,25,,0,P,11/3/2016,-8757,15044,1762,0,0,1/1/1990,,,,$0.80 ,10/10/2007,8/18/2015,11/23/1999
205,FALSE,25107,Pascilla Pepper (plablano),FCBLOX,CHAPRO,P,LB,CS,10,,0,P,5/19/2016,448,45,329,0,0,1/1/1990,,,,$1.25 ,12/13/2003,7/25/2012,11/23/1999
206,FALSE,25110,Radish Topped,CHAPRO,FCBLOX,PO,LB,SX,25,,0,P,10/27/2016,9,9,642,0,0,1/1/1990,,,,$0.68 ,11/17/2003,4/22/2016,11/23/1999
208,FALSE,25112,Radish With Tops,BROGAR,FCBLOX,PO,BU,CS,24,,0,P,3/17/2016,1391,6,518,0,0,1/1/1990,,,,$0.44 ,8/2/2002,4/15/2011,11/23/1999
209,FALSE,25113,Rappini - Broccoli Rabe,FCBLOX,CHAPRO,V,BU,BU,1,,0,P,5/5/2016,645,131,290,0,0,1/1/1990,,,,$0.11 ,6/19/2002,6/4/2013,11/23/1999
210,FALSE,25115,Red Pepper 25#,FCBLOX,COABRO,P,LB,CS,25,,0,P,11/3/2016,-1260314,22296,656075,0,0,1/1/1990,,,,$0.64 ,9/20/2016,4/15/2011,11/23/1999
211,FALSE,25116,Purple Pepper,JOHFAM,CHAPRO,P,LB,CS,10,,0,P,5/14/2009,0,-3,-17,0,0,1/1/1990,,,,,,4/15/2011,11/23/1999
212,FALSE,20118,Ivory Pepper,JOHFAM,CHAPRO,SV,LB,CS,10,,0,P,2/22/2008,20,1,10,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
213,FALSE,25119,Red Pepper,FCBLOX,COABRO,P,LB,CS,25,,0,P,,147,15,800,0,0,1/1/1990,,,,$0.48 ,6/6/2003,7/2/2015,11/23/1999
214,FALSE,25120,Red Pepper 15# Large #1,FCBLOX,COABRO,P,LB,CS,15,,0,P,4/18/2012,5166,1046,11550,0,0,1/1/1990,,,,$0.67 ,11/7/2003,12/19/1999,11/23/1999
215,FALSE,25121,Red Pepper - Hothouse,PACRIM,COABRO,P,LB,CS,11,LB,0,P,11/21/2011,1080,-69,145,0,0,1/1/1990,,,,$0.91 ,11/20/2003,4/15/2011,11/23/1999
216,FALSE,25122,Roma Tomato,FCBLOX,COABRO,T,LB,CS,25,,0,P,11/3/2016,-391271,-3879,83240,0,0,1/1/1990,,,,$0.64 ,4/23/2016,4/15/2011,11/23/1999
217,FALSE,25123,Serrano Pepper,CHAPRO,,P,LB,CS,40,,0,P,10/31/2016,18520,-120,393,0,0,1/1/1990,,,,$1.45 ,2/7/2004,4/15/2011,11/23/1999
218,FALSE,25125,Snow Pea,FCBLOX,COABRO,V,LB,CS,10,,0,P,11/2/2016,-369013,-4382,209530,0,0,1/1/1990,,,,$1.70 ,8/8/2016,10/15/2015,11/23/1999
219,FALSE,25126,Yellow Tomato - 1 Layer,PACRIM,CHAPRO,T,LB,CS,11,,0,P,11/7/2014,20,40,0,0,0,1/1/1990,,,,,,4/15/2011,11/23/1999
220,FALSE,25127,Tomato On The Vine,PACRIM,CHAPRO,T,LB,CS,11,,0,P,10/25/2016,-691,-427,2,0,0,1/1/1990,,,,$1.70 ,2/18/2006,4/15/2011,11/23/1999
221,FALSE,25130,Sugar Snap Pea,FSI,COABRO,V,LB,CS,10,,0,P,10/31/2016,579,1565,408,0,0,1/1/1990,,,,$3.20 ,11/13/2003,5/13/2015,11/23/1999
222,FALSE,25134,Tomato - Organic,JOHFAM,CHAPRO,T,LB,CS,25,,0,P,6/21/2010,-87,66,0,0,0,1/1/1990,,,,$0.38 ,9/24/2003,6/18/2010,11/23/1999
223,FALSE,25135,Tomato 6x6,FCBLOX,PACRIM,T,LB,CS,25,,0,P,11/4/2016,-1022431,-1374,513555,0,0,1/1/1990,,,,$0.98 ,2/18/2016,1/8/2015,11/23/1999
224,FALSE,25136,Tomatillo,CHAPRO,,S,LB,CS,40,,0,P,10/31/2016,17069,529,840,0,0,1/1/1990,,,,$1.40 ,6/3/2013,4/30/2016,11/23/1999
225,FALSE,25137,Tomato 5x6 Bulk,COABRO,PACRIM,T,LB,CS,25,,0,P,7/31/2014,32019,434,13750,0,0,1/1/1990,,,,$0.54 ,11/4/2003,4/15/2011,11/23/1999
226,FALSE,25138,Tomato 1 Layer Bc Hothouse,PACRIM,CHAPRO,T,LB,CS,15,,0,P,11/5/2016,924,-16,157,0,0,1/1/1990,,,,$1.65 ,10/27/2004,4/15/2011,11/23/1999
227,FALSE,25139,Rutabaga,COABRO,CHAPRO,PO,LB,SX,25,,0,P,4/19/2016,2748,-13,568,0,0,1/1/1990,,,,$0.36 ,4/14/2003,4/15/2011,11/23/1999
228,FALSE,25140,Turnip,COABRO,CHAPRO,PO,LB,SX,25,,0,P,5/26/2016,741,6,-50,0,0,1/1/1990,,,,$0.40 ,11/20/2003,4/15/2011,11/23/1999
229,FALSE,25141,Yellow Hot Pepper,JOHFAM,CHAPRO,P,LB,CS,10,,0,P,,-11,3,0,0,0,1/1/1990,,,,$1.05 ,12/3/2002,11/23/1999,11/23/1999
230,FALSE,25142,Yellow Pepper -  Bc Hothouse,PACRIM,CHAPRO,P,LB,CS,11,,0,P,11/5/2016,-2121,-24,27,0,0,1/1/1990,,,,$2.16 ,6/5/2010,4/15/2011,11/23/1999
231,FALSE,25149,Yellow Pepper Lrg Box,FCBLOX,COABRO,P,LB,CS,25,,0,P,2/18/2013,2170,-68,276,0,0,1/1/1990,,,,$1.34 ,8/23/2006,4/15/2011,11/23/1999
233,FALSE,25151,Yellow Pepper 14# Carton,CHAPRO,PACRIM,P,LB,CS,15,,0,P,9/29/2008,-118,-33,-15,0,0,1/1/1990,,,,$0.72 ,2/6/2003,9/29/2008,11/23/1999
234,FALSE,25143,Beet,CHAPRO,COABRO,PO,LB,CS,25,,0,P,10/17/2016,-6061,-115,-1561,0,0,1/1/1990,,,,$0.52 ,6/24/2015,4/15/2011,11/23/1999
235,FALSE,25144,Beets With Top,JOHFAM,CHAPRO,PO,BU,CS,12,,0,P,11/19/2011,904,47,108,0,0,1/1/1990,,,,$0.08 ,9/7/2001,11/23/1999,11/23/1999
236,FALSE,25145,Yellow Squash,FCBLOX,COABRO,V,LB,CS,20,,0,P,10/31/2016,-3974,-171,-191,0,0,1/1/1990,,,,$0.45 ,4/30/2015,4/15/2011,11/23/1999
237,FALSE,25146,Yelow Jalapeno,FCBLOX,JOHFAM,P,LB,CS,10,,0,P,,-3,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
238,FALSE,25170,Spaghetti Squash,COABRO,CHAPRO,PO,LB,CS,35,,0,P,11/24/2015,285,57,633,0,0,1/1/1990,,,,$11.75 ,10/29/2003,4/15/2011,11/23/1999
239,FALSE,25150,Yellow Zucchini,FCBLOX,JOHFAM,V,LB,CS,20,,0,P,4/5/2016,290,729,83,0,0,1/1/1990,,,,$0.85 ,2/7/2003,4/15/2011,11/23/1999
240,FALSE,25155,Zucchini - Medium,FCBLOX,COABRO,V,LB,CS,24,,0,P,11/3/2016,-1024695,-10762,429526,0,0,1/1/1990,,20134,,$0.58 ,9/16/2016,4/15/2011,11/23/1999
241,FALSE,25160,Zucchini - Fancy,FCBLOX,COABRO,V,LB,CS,24,,0,P,12/12/2007,-49,-48,72,0,0,1/1/1990,,,,$0.27 ,1/2/2003,11/23/1999,11/23/1999
242,FALSE,30102,Collard Green,COABRO,CHAPRO,L,BU,CS,24,,0,P,10/7/2016,2320,281,3009,0,0,1/1/1990,,,,$0.86 ,3/10/2016,3/10/2016,11/23/1999
243,FALSE,30100,Belgian Endive,CHAPRO,ROSELL,L,LB,CS,10,,0,P,10/8/2016,1089,6032,3351,0,0,1/1/1990,,1,,$3.70 ,12/13/2003,4/15/2011,11/23/1999
244,FALSE,30104,Turnip Green,CHAPRO,ROSELL,L,BU,CS,12,,0,P,11/21/2015,72,16,36,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
245,FALSE,30106,Mustard Green,CHAPRO,COABRO,L,BU,CS,24,,0,P,11/3/2016,-1067,752,722,0,0,1/1/1990,,,,$0.60 ,12/2/2003,6/29/2012,11/23/1999
246,FALSE,30107,Baby Oak Lettuce,CHAPRO,ROSELL,BV,HD,CS,24,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
247,FALSE,30110,Bib Lettuce - Cello,PACRIM,CHAPRO,L,HD,CS,24,,0,P,5/6/2016,10057,1911,-108,0,0,1/1/1990,,,,$0.87 ,12/4/2003,4/15/2011,11/23/1999
248,FALSE,30112,Bib Lettuce - Living,ALERAC,SOUPRO,L,HD,CS,12,,0,P,11/4/2016,-16652,-12500,-1330,0,0,1/1/1990,,,,$0.82 ,6/19/2001,1/6/2014,11/23/1999
249,FALSE,30115,Bib Lettuce - Naked,PACRIM,CHAPRO,L,HD,CS,24,,0,P,5/24/2016,-89,60,24,0,0,1/1/1990,,,,$0.42 ,5/9/2001,5/19/2016,11/23/1999
250,FALSE,30116,Cactus Leaf,CHAPRO,ROSELL,S,LB,CS,10,,0,P,10/19/2012,322,-16,64,0,0,1/1/1990,,,,,,4/15/2011,11/23/1999
251,FALSE,30120,Green Cabbage,FCBLOX,COABRO,L,LB,CS,45,,0,P,11/5/2016,-5076643,-314930,1734104,0,0,1/1/1990,,100,,$0.27 ,9/9/2016,4/15/2011,11/23/1999
252,FALSE,30121,Local Green Cabbage,FUJFAR,PACRIM,L,LB,CS,45,,0,P,9/3/2016,24367,679,3465,0,0,1/1/1990,,,,$0.22 ,12/13/2003,11/23/1999,11/23/1999
253,FALSE,30124,Savoy Cabbage,CHAPRO,ROSELL,L,EA,EA,30,,0,P,4/3/2015,1871,30,1435,0,0,1/1/1990,,,,$0.16 ,5/1/2003,8/23/2012,11/23/1999
254,FALSE,30125,Endive,FCBLOX,PACRIM,L,HD,CS,24,,0,P,11/3/2016,2303,-852,2659,0,0,1/1/1990,,,,$0.74 ,12/13/2003,5/26/2015,11/23/1999
255,FALSE,30126,Escarole,CHAPRO,ROSELL,L,HD,HD,1,,0,P,9/21/2015,-241,-151,338,0,0,1/1/1990,,,,$1.30 ,12/13/2003,4/15/2011,11/23/1999
256,FALSE,30127,Edible Flower (lrg. Ctn),CHAPRO,HERBCO,S,PK,PK,1,,0,P,11/2/2016,-13,-6,-34,0,0,1/1/1990,,,,$6.75 ,12/8/2003,12/16/2011,11/23/1999
257,FALSE,30130,Flowering Kale (24hd),FCBLOX,COABRO,L,HD,CS,24,,0,P,2/12/2016,-3050,-2776,-1061,0,0,1/1/1990,,,,$0.47 ,12/8/2003,4/15/2011,11/23/1999
258,FALSE,30131,Frisee,CHAPRO,HERBCO,BV,HD,CS,12,,0,P,6/9/2016,138,4,1578,0,0,1/1/1990,,,,$1.86 ,3/23/2005,4/15/2011,11/23/1999
259,FALSE,30132,Flowering Kale (12hd),CHAPRO,FCBLOX,L,HD,CS,12,,0,P,10/24/2016,483,235,55,0,0,1/1/1990,,,,$1.17 ,12/13/2003,4/15/2011,11/23/1999
260,FALSE,30135,Green Kale,COABRO,CHAPRO,L,HD,CS,24,,0,P,11/4/2016,-1144,11,2505,0,0,1/1/1990,,,,$0.51 ,11/24/2004,11/4/2016,11/23/1999
261,FALSE,30145,Iceburg Lettuce,FCBLOX,COABRO,L,HD,CS,24,,0,P,11/3/2016,-1471927,-8322,566909,0,0,1/1/1990,,,,$0.48 ,10/19/2016,4/15/2011,11/23/1999
263,FALSE,30151,Parsnip,CHAPRO,PACRIM,PO,LB,LB,1,,0,P,10/21/2016,-521,-83,312,0,0,1/1/1990,,,,$1.10 ,11/12/2003,4/15/2011,11/23/1999
264,FALSE,30152,Patipan Squash,CHAPRO,JOHFAM,BV,LB,CS,5,,0,P,8/25/2014,-146,-48,80,0,0,1/1/1990,,,,$9.75 ,7/8/2014,4/15/2011,11/23/1999
265,FALSE,30155,Raddichio,CHAPRO,FCBLOX,L,HD,CS,9,,0,P,10/3/2016,313,-139,260,0,0,1/1/1990,,,,$0.42 ,12/11/2003,4/15/2011,11/23/1999
266,FALSE,30160,Red Cabbage,FCBLOX,COABRO,L,LB,CS,45,,0,P,11/3/2016,-330101,-270,135549,0,0,1/1/1990,,,,$0.57 ,6/27/2015,4/15/2011,11/23/1999
267,FALSE,30165,Red Leaf Lettuce,FCBLOX,COABRO,L,HD,CS,24,,0,P,11/3/2016,-21711,-3193,-4069,0,0,1/1/1990,,,,$0.48 ,8/12/2016,4/15/2011,11/23/1999
268,FALSE,30167,Rhubarb,CHAPRO,PACRIM,V,LB,CS,15,,0,P,9/26/2016,5842,85,1298,0,0,1/1/1990,,,,$1.22 ,4/25/2013,2/25/2015,11/23/1999
269,FALSE,30170,Romaine Lettuce,FCBLOX,COABRO,L,HD,CS,24,,0,P,11/3/2016,-128889,-3797,52308,0,0,1/1/1990,,,,$0.48 ,4/8/2016,4/15/2011,11/23/1999
270,FALSE,30171,Romaine Heart,FCBLOX,COABRO,L,HD,CS,48,,0,P,10/31/2016,-341097,-2712,135851,0,0,1/1/1990,,,,$0.32 ,10/25/2016,4/15/2011,11/23/1999
271,FALSE,30175,Spinach - California,PACRIM,COABRO,L,BU,CS,24,,0,P,11/5/2016,-205678,311,78922,0,0,1/1/1990,,90,,$0.91 ,5/5/2016,4/15/2011,11/23/1999
272,FALSE,30180,Swiss Chard - Red,CHAPRO,FCBLOX,L,BU,CS,24,,0,P,10/4/2016,3748,13,2600,0,0,1/1/1990,,,,$1.25 ,12/15/2003,7/25/2012,11/23/1999
273,FALSE,30181,Swiss Chard - Green,CHAPRO,FCBLOX,L,BU,CS,12,,0,P,8/26/2016,82,50,24,0,0,1/1/1990,,,,,,9/17/2014,11/23/1999
274,FALSE,35105,Baker 50 Count,FCBLOX,COABRO,PO,LB,CS,50,,0,P,6/15/2015,-200,4194,2038,0,0,1/1/1990,,,,$0.24 ,10/31/2003,2/24/2003,11/23/1999
275,FALSE,35106,Baker- #2 100 Bag,FCBLOX,COABRO,PO,LB,SX,100,,0,P,5/5/2013,4550,1500,0,0,0,1/1/1990,,,,$0.05 ,3/19/2003,1/7/2000,11/23/1999
276,FALSE,35107,Baker - 100# Bag,FCBLOX,COABRO,PO,LB,SX,100,,0,P,,-7,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
277,FALSE,35108,Baker 60 Count,FCBLOX,COABRO,PO,LB,CS,50,,0,P,,200,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
278,FALSE,35109,Baker #2  50 Lb Bag,FCBLOX,COABRO,PO,LB,SK,50,,0,P,10/31/2016,-1186452,-25710,720302,0,0,1/1/1990,,,,$0.17 ,1/2/2014,4/15/2011,11/23/1999
279,FALSE,35110,Butternut,PACRIM,COABRO,PO,LB,CS,40,,0,P,9/14/2016,1750,0,1599,0,0,1/1/1990,,,,$0.68 ,5/7/2010,4/15/2011,11/23/1999
280,FALSE,35116,Delicate Squash,CHAPRO,COABRO,PO,LB,CS,35,,0,P,12/29/2015,148,50,961,0,0,1/1/1990,,,,$0.02 ,10/14/2003,10/29/2014,11/23/1999
281,FALSE,35120, Dry Yellow Onion - Jumbo,FCBLOX,BOTGOO,PO,LB,SX,50,,0,P,11/1/2016,-5055554,-89767,,0,0,1/1/1990,,,,$0.32 ,6/20/2016,4/15/2011,11/23/1999
282,FALSE,35121,Dry Onion - Sweet,FCBLOX,COABRO,PO,LB,CS,40,,0,P,10/16/2016,-11451,-642,-755,0,0,1/1/1990,,,,$0.35 ,12/17/2015,4/15/2011,11/23/1999
283,FALSE,35122,Boiling Onion,CHAPRO,COABRO,PO,LB,SX,50,,0,P,2/6/2009,0,24,5,0,0,1/1/1990,,,,$0.26 ,10/19/2000,4/15/2011,11/23/1999
284,FALSE,35123,Dry Onion - Collosal,FCBLOX,COABRO,PO,LB,CS,50,,0,P,7/14/2007,-272,706,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
285,FALSE,35124,Dry Onion - White,FCBLOX,COABRO,PO,LB,SX,50,,0,P,8/9/2016,119,180,1,0,0,1/1/1990,,,,$0.01 ,8/19/2003,4/15/2011,11/23/1999
286,FALSE,35125,Dry Onion - Medium,FCBLOX,COABRO,PO,LB,SX,50,,0,P,11/7/2003,-791,395,12500,0,0,1/1/1990,,,,$0.16 ,11/7/2003,11/23/1999,11/23/1999
287,FALSE,35126,Yukon Gold Potato,FCBLOX,COABRO,PO,LB,CS,50,,0,P,11/4/2016,-145065,-2396,59076,0,0,1/1/1990,,,,$0.37 ,12/28/2015,4/15/2011,11/23/1999
288,FALSE,35129,White Potato - C Size,FCBLOX,COABRO,PO,LB,CS,50,,0,P,1/2/2015,1157,5,-183,0,0,1/1/1990,,,,$0.42 ,11/8/2001,4/15/2011,11/23/1999
289,FALSE,35128,Yellow Potato - Carola,FCBLOX,CHAPRO,PO,LB,CS,50,,0,P,,0,0,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
292,FALSE,35127,Marbled Potato,CHAPRO,FCBLOX,PO,LB,CS,50,,0,P,9/23/2013,6221,50,-46,0,0,1/1/1990,,,,$0.58 ,11/29/2003,9/21/2013,11/23/1999
293,FALSE,35130,Jicama 20 Carton,CHAPRO,PACRIM,PO,LB,CS,20,,0,P,10/8/2016,716,3292,128,0,0,1/1/1990,,,,$0.70 ,12/7/2005,12/21/2015,11/23/1999
294,FALSE,35132,Jicama - Large Box,PACRIM,COABRO,PO,LB,CS,40,,0,P,11/5/2016,-1152,-708,522,0,0,1/1/1990,,,,$0.54 ,5/6/2016,4/15/2011,11/23/1999
295,FALSE,35131,White Rose Potato,FCBLOX,CHAPRO,PO,LB,CS,50,,0,P,4/8/2016,-6,-9,501,0,0,1/1/1990,,,,$0.42 ,10/11/2001,4/15/2011,11/23/1999
296,FALSE,35135,Pearl Onion,CHAPRO,JOHFAM,PO,EA,EA,1,,0,P,9/19/2016,-632,98,643,0,0,1/1/1990,,,,$2.10 ,11/20/2003,4/15/2011,11/23/1999
297,FALSE,35136,Golden Beet,CHAPRO,PACRIM,PO,LB,SX,25,,0,P,9/12/2016,11749,-50,2683,0,0,1/1/1990,,,,$1.06 ,1/28/2016,4/15/2011,11/23/1999
298,FALSE,35137,Red Onion - Carton,FCBLOX,COABRO,PO,LB,CS,40,,0,P,5/6/2010,16,138,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
299,FALSE,35140,Pumpkin,CHAPRO,FUJFAR,PO,LB,LB,1,,0,P,11/21/2015,952,0,608,,0,1/1/1990,,,,$0.18 ,10/2/2004,10/14/2014,11/23/1999
300,FALSE,35141,Mini Pumpkin,CHAPRO,ROSELL,PO,EA,CS,40,,0,P,10/28/2010,300,0,5,0,0,1/1/1990,,,,$0.40 ,10/26/2010,4/15/2011,11/23/1999
301,FALSE,35142,Sugar Pie Pumpkin,CHAPRO,PACRIM,PO,LB,CS,40,,0,P,10/28/2009,53,155,-1955,0,0,1/1/1990,,,,$0.01 ,11/4/2003,11/23/1999,11/23/1999
302,FALSE,35143,Curry Pumpkin,CHAPRO,,PO,LB,CS,40,,0,P,,0,0,0,0,0,1/1/1990,,,,$0.01 ,10/28/2000,11/23/1999,11/23/1999
303,FALSE,35145,Red Onion,FCBLOX,BOTGOO,PO,LB,SX,25,,0,P,11/3/2016,-542610,-5808,288368,0,0,1/1/1990,,,,$0.56 ,4/11/2016,4/15/2011,11/23/1999
304,FALSE,35150,Red Potato A,FCBLOX,COABRO,PO,LB,CS,50,,0,P,7/19/2016,1383,-13,-718,0,0,1/1/1990,,,,$0.33 ,4/29/2016,4/15/2011,11/23/1999
305,FALSE,35155,Red Potato B,FCBLOX,COABRO,PO,LB,CS,50,,0,P,11/2/2016,-22664,-2776,-360,0,0,1/1/1990,,,,$0.41 ,8/12/2016,4/15/2011,11/23/1999
306,FALSE,35160,Red Potato C,FCBLOX,COABRO,PO,LB,CS,50,,0,P,10/31/2014,1144,5,51,0,0,1/1/1990,,,,$0.67 ,6/19/2002,4/15/2011,11/23/1999
307,FALSE,35162,Satsuma Yam,FOOCON,FSI,PO,LB,CS,40,,0,P,11/4/2016,-5946,-2251,-15,0,0,1/1/1990,,,,$1.20 ,9/20/2013,8/8/2011,11/23/1999
308,FALSE,35158,Red Potato #2,FCBLOX,COABRO,PO,LB,CS,50,,0,P,3/29/2004,-60,0,450,0,0,1/1/1990,,,,$0.15 ,2/20/2003,11/23/1999,11/23/1999
309,FALSE,35165,Shallot,PACRIM,CHAPRO,PO,LB,SX,40,,0,P,10/24/2016,-3028,-3503,10002,0,0,1/1/1990,,,,$1.20 ,11/18/2010,4/15/2011,11/23/1999
310,FALSE,35166,Summer Squash,COABRO,PACRIM,PO,LB,CS,40,,0,P,,0,1000,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
311,FALSE,35167,Potato 90 Count,FCBLOX,COABRO,PO,LB,CS,50,,0,P,11/2/2016,-683406,-660,320988,0,0,1/1/1990,,,,$0.21 ,5/28/2015,4/15/2011,11/23/1999
312,FALSE,35168,Potato 80 Count,FCBLOX,COABRO,PO,LB,CS,50,,0,P,6/6/2012,0,250,1,0,0,1/1/1990,,,,$0.22 ,4/21/2003,4/15/2011,11/23/1999
313,FALSE,35169,Sweet Dumpling Squash,CHAPRO,COABRO,PO,LB,CS,40,,0,P,,0,10,0,0,0,1/1/1990,,,,,,11/23/1999,11/23/1999
314,FALSE,35170,Sweet Potato,COABRO,PACRIM,PO,LB,CS,40,,0,P,11/3/2016,-4517,1042,-144,0,0,1/1/1990,,,,$0.78 ,11/23/2013,4/15/2011,11/23/1999
315,FALSE,35171,Potato 100 Count,FCBLOX,COABRO,PO,LB,CS,50,,0,P,,219,137,100,0,0,1/1/1990,,,,,,1/7/2000,11/23/1999
316,FALSE,35175,Yam #1,COABRO,PACRIM,PO,LB,CS,40,,0,P,11/3/2016,-251746,-4326,116219,0,0,1/1/1990,,,,$0.43 ,5/19/2014,8/3/2015,11/23/1999
317,FALSE,35181,Sugar Cane,CHAPRO,,S,EA,EA,1,,0,P,11/15/2007,-3,15,5,0,0,1/1/1990,,,,$22.00 ,10/21/2003,4/15/2011,11/23/1999
318,FALSE,40105,Avocado 48 Count,COABRO,FCBLOX,F,EA,CS,48,,0,P,10/29/2015,16519,4476,5424,0,0,1/1/1990,,,,$0.97 ,6/30/2009,4/15/2011,11/23/1999
319,FALSE,40106,Avocado 50 Count,FCBLOX,CHAPRO,F,EA,CS,50,,0,P,,-12,0,6,0,0,1/1/1990,,,,$0.48 ,12/17/2002,4/15/2011,11/23/1999
320,FALSE,40109,Avocado Green,CHAPRO,ROSELL,F,EA,CS,48,,0,P,9/29/2012,-8928,-280,-1282,0,0,1/1/1990,,,,$0.83 ,3/30/2015,11/9/2011,11/23/1999
321,FALSE,40110,Avocado 60 Count,FCBLOX,COABRO,F,EA,CS,60,,0,P,10/20/2016,-11699,13281,9110,0,0,1/1/1990,,,,$0.51 ,3/17/2016,4/15/2011,11/23/1999
322,FALSE,40112,Chayote,ASIDIS,PACRIM,PO,LB,CS,40,,0,P,9/17/2016,3083,167,1582,0,0,1/1/1990,,,,$0.73 ,2/26/2015,4/15/2011,11/23/1999
323,FALSE,40113,Avocado 32 Ct Green,FSI,CHAPRO,F,EA,CS,32,,0,P,6/10/2016,-915,443,1856,0,0,1/1/1990,,,,$0.88 ,2/5/2016,2/24/2012,11/23/1999
324,FALSE,40114,Banana - Plantain,PACRIM,CHAPRO,SF,LB,CS,40,,0,P,9/15/2016,8824,55,2677,0,0,1/1/1990,,,,$0.03 ,10/9/2003,11/23/1999,11/23/1999
325,FALSE,40115,Banana 110 Count,CHAPRO,ROSELL,F,LB,CS,40,,0,P,11/5/2016,12615,2399,2143,0,0,1/1/1990,,,,$0.41 ,12/15/2003,4/15/2011,11/23/1999
326,FALSE,40118,Banana - Apple,CHAPRO,ROSELL,F,LB,CS,40,,0,P,,-7,0,5,0,0,1/1/1990,,,,,,4/15/2011,11/23/1999
327,FALSE,40120,Banana - Petite 150 Count,PACRIM,CHAPRO,F,LB,CS,40,,0,P,9/22/2016,-6920,5202,4187,0,0,1/1/1990,,,,$0.41 ,10/3/2003,4/15/2011,11/23/1999
328,FALSE,40121,Black Seedless Grape,PETFRU,CHAPRO,F,LB,CS,18,,0,P,2/16/2010,65,6,8,0,0,1/1/1990,,,,$0.07 ,4/9/2002,4/15/2011,11/23/1999
329,FALSE,40122,Blackberry,CHAPRO,PETFRU,SFSU,PT,CS,12,,0,P,8/26/2016,-3679,-596,1033,0,0,1/1/1990,,,,$2.62 ,3/24/2006,7/28/2015,11/23/1999
330,FALSE,40124,Blueberry,CHAPRO,PETFRU,F,PT,CS,12,,0,P,11/2/2016,-2958,-600,3920,0,0,1/1/1990,,,,$2.21 ,2/8/2016,4/15/2011,11/23/1999
